filename,Yang,SSIM_Visible,SSIM_IR,Entropy,MI_Visible,MI_IR,Qabf,Method
010001.jpg,1.2827095675998006,0.9995939553682113,0.28311561223158943,4.019064544762423,3.8024645080357145,0.31571431707987957,0.7960088515050171,Spatial Frequency
010002.jpg,1.4733654887599732,0.999504847288366,0.47386064147160734,4.460505589523732,4.134326447351852,0.2816948237116787,0.8835017433533382,Spatial Frequency
010003.jpg,1.4688782239752658,0.9995391275851384,0.4693390963901274,4.079383156037545,3.8410676066505207,0.3118863936349901,0.8262064721894294,Spatial Frequency
010004.jpg,1.4701672855902084,0.9995444319481805,0.4706228536420278,4.129827595821547,3.880973620366249,0.31338413140549815,0.8016902751623257,Spatial Frequency
010005.jpg,1.5244850973255684,0.9995393853013075,0.524945712024261,3.8503565044267387,3.613411576437074,0.2580162828051341,0.8276951694927768,Spatial Frequency
010006.jpg,1.4777927592699207,0.999552621937845,0.4782401373320758,3.9496001502003395,3.703186979398032,0.24618984490365586,0.8124410864001719,Spatial Frequency
010007.jpg,1.5502700750923935,0.9995377365223743,0.5507323385700191,4.039352092062147,3.794012296428713,0.3387628976242246,0.8434883485326045,Spatial Frequency
010008.jpg,1.5150883702343994,0.9995730460843343,0.5155153241500651,3.7911594090980354,3.5637952995345037,0.2566444222724034,0.7990092419598004,Spatial Frequency
010009.jpg,1.2252552195338324,0.9996089634811995,0.22564625605263297,4.227694647627672,3.980841758345092,0.363048099457811,0.8148228487802288,Spatial Frequency
010010.jpg,1.4099789234200935,0.9995830499168621,0.41039587350323137,3.9434275753772443,3.697857257023675,0.23910426969437765,0.7649818841378017,Spatial Frequency
010011.jpg,1.5099905826171311,0.9995917893007122,0.5103987933164188,4.085633552523544,3.8684565007187524,0.29769904586968593,0.8091334042412466,Spatial Frequency
010012.jpg,1.4964771531312098,0.9995245521869026,0.4969526009443071,4.040793233656832,3.8000025370035315,0.31916863151613023,0.8529773575229307,Spatial Frequency
010013.jpg,1.4679074442641116,0.999523019349902,0.46838442491420956,4.2862081110418355,3.9965389084087297,0.34735842250932436,0.8503805258208778,Spatial Frequency
010014.jpg,1.5553016183392234,0.9995903006588311,0.5557113176803922,3.8586947837133376,3.652350375866869,0.3258958107328728,0.7973501432989674,Spatial Frequency
010015.jpg,1.5537398621671341,0.999586897649347,0.5541529645177871,3.9158800098507522,3.705172885020464,0.321384494251498,0.8424193300732286,Spatial Frequency
010016.jpg,1.4794384149133382,0.9995682138481783,0.4798702010651598,4.072009973705094,3.8404182015402557,0.3288874518357213,0.8561289967218292,Spatial Frequency
010017.jpg,1.5347291442919797,0.9995682325785948,0.535160911713385,4.181152436647821,3.9384419816276006,0.2673782359684853,0.8172614965399351,Spatial Frequency
010018.jpg,1.423355996992948,0.9995672548513276,0.4237887421416203,4.081732873102634,3.8378020758944826,0.29872654717735375,0.7651758732308119,Spatial Frequency
010019.jpg,1.4980320613580906,0.9995150283209566,0.49851703303713407,4.1065053076265405,3.844921594350951,0.29244025102993476,0.8381021723746228,Spatial Frequency
010020.jpg,1.4501194215176145,0.9996308054834524,0.45048861603416207,3.911964143138859,3.706158351954043,0.3301251106067417,0.7907786925447517,Spatial Frequency
010021.jpg,1.5000041295297826,0.9995347029493454,0.5004694265804372,3.7880602171598534,3.5527843569628343,0.2568016813395259,0.853217079129656,Spatial Frequency
010022.jpg,1.5575599264952014,0.9995319170452638,0.5580280094499375,4.118798426434585,3.8737174255722646,0.34211298784127064,0.8635756668877413,Spatial Frequency
010023.jpg,1.4908041083102015,0.9995502359110684,0.491253872399133,3.789044000280602,3.5586072215880953,0.26705705069926733,0.8174250046755412,Spatial Frequency
010024.jpg,1.4431039021345213,0.9995466618574742,0.4435572402770472,4.36163227745578,4.024005681116082,0.24606227834410543,0.8936665131541236,Spatial Frequency
010025.jpg,1.4803362595287575,0.9995644278013275,0.48077183172743004,3.943213785810653,3.7111637561196327,0.30420349496774945,0.8474216709863581,Spatial Frequency
010026.jpg,1.500475173935801,0.9995682104079859,0.500906963527815,4.309950137036017,4.04498772796956,0.2531747685945768,0.8602729432542562,Spatial Frequency
010027.jpg,1.503371399952235,0.9995755697579265,0.5037958301943084,3.8200356553221297,3.5970827503519742,0.28094053386656126,0.8246417172828514,Spatial Frequency
010028.jpg,1.4952548000308659,0.9995850804617787,0.4956697195690871,3.8719873474267548,3.634109416347645,0.2151623342313696,0.8264757696196833,Spatial Frequency
010029.jpg,1.547941542051993,0.9995129291883326,0.5484286128636605,4.145136284588038,3.8849206327930936,0.32957186196415944,0.8751880601836588,Spatial Frequency
010030.jpg,1.5350930171149784,0.9994352411344791,0.5356577759804992,4.168562576961055,3.873103347614683,0.29245175646810084,0.8889747118234994,Spatial Frequency
010101.jpg,1.476121070428394,0.9995681008095557,0.4765529696188383,3.8787694544950377,3.6472549624782507,0.2623190017298115,0.8990436042641856,Spatial Frequency
